local-misc,0.003431193112499248
local-msn-news,0.00643348708593609
local-msn-sports,0.0020705475678874773
local-news,0.00857798278124812
local-on-air,0.00214449569531203
local-opinion,0.001183170038792844
local-sports,0.003386045834703205
local-summary,0.0009897672439901676
local-tech,0.0014296637968746865
local-weather,0.005620057684266009
misc-bbs,0.000525182619260089
misc-business,0.005146789668748871
misc-frontpage,0.00857798278124812
misc-health,0.0014789625484910552
misc-living,0.002708836667762564
misc-local,0.003431193112499248
misc-msn-news,0.00857798278124812
misc-msn-sports,0.0020705475678874773
misc-news,0.0013196896586535568
misc-on-air,0.001715596556249624
misc-opinion,0.001183170038792844
misc-sports,0.0024831002787823503
misc-summary,0.0016496120733169462
misc-tech,0.0019062183958329154
misc-weather,0.005620057684266009
msn-news-bbs,0.005003823289061403
msn-news-business,0.00428899139062406
msn-news-frontpage,0.00428899139062406
msn-news-health,0.001715596556249624
msn-news-living,0.00047655459895822884
msn-news-local,0.00643348708593609
msn-news-misc,0.00857798278124812
msn-news-msn-sports,0.00428899139062406
msn-news-news,0.006127130558034371
msn-news-on-air,0.007148318984373433
msn-news-opinion,0.007148318984373433
msn-news-sports,0.004493229075891872
msn-news-summary,0.003431193112499248
msn-news-tech,0.00643348708593609
msn-news-weather,0.004493229075891872
msn-sports-bbs,0.0077201845031233075
msn-sports-business,0.00857798278124812
msn-sports-frontpage,0.006862386224998496
msn-sports-health,0.001774755058189266
msn-sports-living,0.0018058911118417093
msn-sports-local,0.0020705475678874773
msn-sports-misc,0.0020705475678874773
msn-sports-msn-news,0.00428899139062406
msn-sports-news,0.0018381391674103112
msn-sports-on-air,0.00857798278124812
msn-sports-opinion,0.0014789625484910552
msn-sports-sports,0.00857798278124812
msn-sports-summary,0.000857798278124812
msn-sports-tech,0.0032678029642849975
msn-sports-weather,0.005915850193964221
news-bbs,0.0007002434923467852
news-business,0.00857798278124812
news-frontpage,0.00857798278124812
news-health,0.000677209166940641
news-living,0.0022573638898021366
news-local,0.00857798278124812
news-misc,0.0013196896586535568
news-msn-news,0.006127130558034371
news-msn-sports,0.0018381391674103112
news-on-air,0.003431193112499248
news-opinion,0.0026393793173071136
news-sports,0.002031627500821923
news-summary,0.0030880738012493227
news-tech,0.006862386224998496
news-weather,0.0077201845031233075
on-air-bbs,0.003851339207907319
on-air-business,0.0004514727779604273
on-air-frontpage,0.00857798278124812
on-air-health,0.0004514727779604273
on-air-living,0.00857798278124812
on-air-local,0.00214449569531203
on-air-misc,0.001715596556249624
on-air-msn-news,0.007148318984373433
on-air-msn-sports,0.00857798278124812
on-air-news,0.003431193112499248
on-air-opinion,0.006910041684894319
on-air-sports,0.0018058911118417093
on-air-summary,0.0013724772449996991
on-air-tech,0.00214449569531203
on-air-weather,0.006004587946873683
opinion-bbs,0.0019256696039536595
opinion-business,0.007148318984373433
opinion-frontpage,0.007386596283852548
opinion-health,0.000887377529094633
opinion-living,0.006910041684894319
opinion-local,0.001183170038792844
opinion-misc,0.001183170038792844
opinion-msn-news,0.007148318984373433
opinion-msn-sports,0.0014789625484910552
opinion-news,0.0026393793173071136
opinion-on-air,0.006910041684894319
opinion-sports,0.00428899139062406
opinion-summary,0.0013196896586535568
opinion-tech,0.002859327593749373
opinion-weather,0.0050284726648695864
sports-bbs,0.005146789668748871
sports-business,0.0077201845031233075
sports-frontpage,0.0077201845031233075
sports-health,0.0018058911118417093
sports-living,0.00857798278124812
sports-local,0.003386045834703205
sports-misc,0.0024831002787823503
sports-msn-news,0.004493229075891872
sports-msn-sports,0.00857798278124812
sports-news,0.002031627500821923
sports-on-air,0.0018058911118417093
sports-opinion,0.00428899139062406
sports-summary,0.005718655187498746
sports-tech,0.0016339014821424988
sports-weather,0.00857798278124812
summary-bbs,0.007522231054325274
summary-business,0.00857798278124812
summary-frontpage,0.0020587158674995488
summary-health,0.0006862386224998496
summary-living,0.005718655187498746
summary-local,0.0009897672439901676
summary-misc,0.0016496120733169462
summary-msn-news,0.003431193112499248
summary-msn-sports,0.000857798278124812
summary-news,0.0030880738012493227
summary-on-air,0.0013724772449996991
summary-opinion,0.0013196896586535568
summary-sports,0.005718655187498746
summary-tech,0.001715596556249624
summary-weather,0.0013724772449996991
tech-bbs,0.005718655187498746
tech-business,0.00428899139062406
tech-frontpage,0.005146789668748871
tech-health,0.001715596556249624
tech-living,0.002450852223213748
tech-local,0.0014296637968746865
tech-misc,0.0019062183958329154
tech-msn-news,0.00643348708593609
tech-msn-sports,0.0032678029642849975
tech-news,0.006862386224998496
tech-on-air,0.00214449569531203
tech-opinion,0.002859327593749373
tech-sports,0.0016339014821424988
tech-summary,0.001715596556249624
tech-weather,0.0016339014821424988
weather-bbs,0.007346272433171466
weather-business,0.001979534487980335
weather-frontpage,0.0027449544899993982
weather-health,0.0053242651745677985
weather-living,0.0016496120733169462
weather-local,0.005620057684266009
weather-misc,0.005620057684266009
weather-msn-news,0.004493229075891872
weather-msn-sports,0.005915850193964221
weather-news,0.0077201845031233075
weather-on-air,0.006004587946873683
weather-opinion,0.0050284726648695864
weather-sports,0.00857798278124812
weather-summary,0.0013724772449996991
weather-tech,0.0016339014821424988
